symbol,day_name,hour_label,hour,account_name,total_trades,total_net_pnl,total_gross_pnl,avg_pnl_trade,std_pnl,wins,win_rate
ZN,Thu,21:00,21,PB_1,2,-80.5,-62.5,-40.25,0.0,0,0.0
ZN,Thu,22:00,22,IPS_TM_5dupli,3,127.12,140.625,42.38,15.625,3,100.0
ZN,Thu,23:00,23,TS_4,1,-107.25,-93.75,-107.25,,0,0.0
ZN,Tue,00:00,0,TM_9,1,-622.88,-609.375,-622.88,,0,0.0
ZN,Tue,01:00,1,TM_7,1,-107.25,-93.75,-107.25,,0,0.0
ZN,Tue,02:00,2,TM_5,3,-40.5,0.0,-13.5,204.32338797846907,1,33.3
ZN,Tue,03:00,3,TM_8,1,33.38,46.875,33.38,96.25491058901878,1,100.0
ZN,Tue,04:00,4,TM_8,3,334.5,375.0,111.5,71.602745233685,3,100.0
ZN,Tue,05:00,5,TM_7,9,55.38,109.375,6.15,38.02105593542142,7,77.8
ZN,Tue,06:00,6,IPS_TM_5,2,236.5,250.0,118.25,41.012193308819754,2,100.0
ZN,Tue,07:00,7,TS_4,4,19.88,46.875,4.97,45.392200022874704,3,75.0
ZN,Tue,08:00,8,TM_1,4,285.5,312.5,71.38,104.90685352571903,3,75.0
ZN,Tue,09:00,9,IPS_TM_11,3,723.0,750.0,241.0,140.30079294145133,3,100.0
ZN,Tue,10:00,10,IPS_TM_5,4,287.62,328.125,71.91,173.11909962869493,3,75.0
ZN,Tue,11:00,11,IPS_TM_10,2,-29.12,-15.625,-14.56,36.32761088345888,1,50.0
ZN,Tue,12:00,12,TM_1,2,147.25,156.25,73.62,22.09708691207961,2,100.0
ZN,Tue,13:00,13,IPSTMUD1,3,111.5,125.0,37.17,18.042195912175803,3,100.0
ZN,Tue,14:00,14,IPS_TM_5dupli,2,2.12,15.625,1.06,14.230523971379268,1,50.0
ZN,Tue,15:00,15,TM_5,2,254.25,281.25,127.12,66.29126073623883,2,100.0
ZN,Tue,16:00,16,TM_7,3,33.38,46.875,11.12,15.625,2,66.7
ZN,Tue,18:00,18,IPS_TM_10,1,11.12,15.625,11.12,,1,100.0
ZN,Tue,20:00,20,IPS_TM_10,1,178.5,187.5,178.5,33.14563036811941,1,100.0
ZN,Tue,21:00,21,PB_2,2,-80.5,-62.5,-40.25,0.0,0,0.0
