slot_id,year_month,mean_pnl,n_trades,total_pnl,label,is_holdout
712,2025-11,3.5,300,1050.0,NQ Mon Bkt19,True
712,2025-12,-44.86552567237164,409,-18350.0,NQ Mon Bkt19,True
712,2026-01,-88.33333333333333,402,-35510.0,NQ Mon Bkt19,True
712,2026-02,65.4724409448819,381,24945.0,NQ Mon Bkt19,True
712,2026-03,-51.602687140115165,521,-26885.0,NQ Mon Bkt19,True
712,2026-04,-24.418316831683168,404,-9865.0,NQ Mon Bkt19,True
712,2026-05,-227.27848101265823,316,-71820.0,NQ Mon Bkt19,True
712,2026-06,-54.29133858267716,381,-20685.0,NQ Mon Bkt19,True
712,2026-07,-54.11691542288557,402,-21755.0,NQ Mon Bkt19,True
714,2024-01,66.07142857142857,98,6475.0,NQ Mon Bkt21,False
714,2024-02,36.0655737704918,183,6600.0,NQ Mon Bkt21,False
714,2024-03,-29.955223880597014,335,-10035.0,NQ Mon Bkt21,False
714,2024-04,263.58708891595614,821,216405.0,NQ Mon Bkt21,False
714,2024-05,6.788461538461538,260,1765.0,NQ Mon Bkt21,False
714,2024-06,19.61934156378601,486,9535.0,NQ Mon Bkt21,False
714,2024-08,525.4166666666666,24,12610.0,NQ Mon Bkt21,False
714,2024-09,21.428571428571427,7,150.0,NQ Mon Bkt21,False
714,2024-10,23.5,30,705.0,NQ Mon Bkt21,False
714,2024-11,4.411764705882353,17,75.0,NQ Mon Bkt21,False
714,2024-12,9.594594594594595,74,710.0,NQ Mon Bkt21,False
714,2025-01,-86.5,10,-865.0,NQ Mon Bkt21,False
714,2025-02,-185.4878048780488,41,-7605.0,NQ Mon Bkt21,False
714,2025-03,-29.134615384615383,52,-1515.0,NQ Mon Bkt21,False
714,2025-04,2.7524038461538463,416,1145.0,NQ Mon Bkt21,False
714,2025-05,-42.326388888888886,144,-6095.0,NQ Mon Bkt21,False
714,2025-06,-93.00420168067227,238,-22135.0,NQ Mon Bkt21,False
714,2025-07,-101.4453125,128,-12985.0,NQ Mon Bkt21,True
714,2025-08,1.2043795620437956,137,165.0,NQ Mon Bkt21,True
714,2025-09,-44.03846153846154,78,-3435.0,NQ Mon Bkt21,True
714,2025-10,-16.5625,48,-795.0,NQ Mon Bkt21,True
714,2025-11,-2.905759162303665,191,-555.0,NQ Mon Bkt21,True
714,2025-12,-6.72680412371134,194,-1305.0,NQ Mon Bkt21,True
714,2026-01,-138.53174603174602,126,-17455.0,NQ Mon Bkt21,True
714,2026-02,43.62573099415204,171,7460.0,NQ Mon Bkt21,True
714,2026-03,-24.055374592833875,307,-7385.0,NQ Mon Bkt21,True
714,2026-04,81.45631067961165,309,25170.0,NQ Mon Bkt21,True
714,2026-05,-35.94827586206897,174,-6255.0,NQ Mon Bkt21,True
714,2026-06,-17.857142857142858,259,-4625.0,NQ Mon Bkt21,True
714,2026-07,-83.29787234042553,235,-19575.0,NQ Mon Bkt21,True
715,2024-01,-37.01923076923077,52,-1925.0,NQ Mon Bkt22,False
715,2024-02,-35.648148148148145,108,-3850.0,NQ Mon Bkt22,False
715,2024-03,2.6530612244897958,343,910.0,NQ Mon Bkt22,False
715,2024-04,426.30550621669624,563,240010.0,NQ Mon Bkt22,False
715,2024-05,-17.707423580786028,229,-4055.0,NQ Mon Bkt22,False
715,2024-06,-90.17699115044248,226,-20380.0,NQ Mon Bkt22,False
715,2024-07,-258.57142857142856,7,-1810.0,NQ Mon Bkt22,False
715,2024-08,-849.2857142857143,21,-17835.0,NQ Mon Bkt22,False
715,2024-09,438.3333333333333,3,1315.0,NQ Mon Bkt22,False
715,2024-10,-41.34615384615385,26,-1075.0,NQ Mon Bkt22,False
715,2024-11,70.78947368421052,19,1345.0,NQ Mon Bkt22,False
715,2024-12,-99.52380952380952,42,-4180.0,NQ Mon Bkt22,False
